User_ID,Activity,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Pressure,Joint_Angle,Postural_Balance,Stride_Dynamics,Heart_Rate,Body_Temperature,Fatigue_Level,Signal_Strength,Latency_ms,Performance_Score
1051,Walking,0.6462603665006226,0.3869432423724868,9.003983934784124,0.041159705134644335,-0.004207789531074969,-0.077441191898035,99.19199099276447,65.70937421836419,0.9166063430080087,1.1993205407015026,65,36.32881305971428,0.8009858684847359,-50.832940111997665,69.09053449908733,94.26545273872273
1092,Jump Rope,0.3649614961925486,-1.5293424475798292,9.240337310216034,0.03415954551826564,-0.0011191402695936166,0.012350730268314708,94.73625854907539,114.32393567806818,0.8999410588161115,0.8646960418335492,69,37.690597963250276,0.2593840210382462,-68.7210936553219,184.04924847945227,100.0
1014,Running,-0.5155325219066753,-2.5328434751845266,9.150946279571627,0.007764992074121975,-0.05315866778696751,0.06286673310734774,102.54634156715929,123.80200473714996,0.740416133527199,1.101130106744959,177,36.57692097495089,0.5819698075118143,-81.43661381989357,87.29243294053236,28.74703501570127
1071,Push-Ups,2.323814214789456,1.7132400423792928,9.45334663856989,-0.09171956531402915,0.02073164476206691,0.01439574097815872,96.02976830708718,142.17213502680673,0.8223974450408761,1.2106433190811114,155,37.97757469252938,0.44371085521898623,-64.98864996481608,61.23309371152621,58.21978650385205
1060,Squats,-1.6748787063807704,-0.8181689984096153,10.906850182189823,0.034059282506205664,0.00848158530928104,0.003942590200858723,109.36041922455257,91.80411082352185,0.7320268991483239,1.436662121511537,82,37.478395355815884,0.022039203667634233,-69.48281248834869,28.555604593915277,100.0
1020,Walking,-1.7570145145964582,-0.07355006015021712,9.685940827627645,0.025100963549843248,0.14219736982628403,-0.014204332647462495,104.05895097233812,159.278511510926,0.944986151227641,0.9319416349570471,171,36.574576319333374,0.04028125816627148,-68.67438945557416,160.72885691100598,85.43188509778128
1082,Running,1.4132497577457435,0.4901983648346714,10.639593545667205,0.020521487659725123,0.05435511810078715,-0.06619806232982021,92.73444552746932,157.39819394732422,0.8965516429533757,1.3641670778642379,76,37.19671699370148,0.8271252422787957,-70.87572215520012,166.7673775515902,76.17183187318597
1086,Lunges,1.2901445762146044,2.443514405023902,8.831168368453248,0.009783703161548916,0.015762246328542725,-0.04802603587945062,98.33389679346934,144.6816741812343,0.8521611810303455,0.891437138153614,169,37.01519073091758,0.6076775614887239,-63.05037703025776,16.32657887738268,38.24417640181887
1074,Cycling,0.5306441684878018,0.2420368869637619,9.416309580419016,-0.04393934441660541,-0.0020804655496662193,-0.0811156844419849,97.70842199459757,104.7330343705492,0.8029046429501789,0.9695649620530651,143,38.18289839797351,0.5238430787368449,-67.12218550371992,78.1426636962897,48.08420160879746
1074,Push-Ups,-0.4319283328542096,-0.592196344386146,10.754013815847307,0.05414813855095557,0.05006532685386128,-0.05515232995566258,100.68494221440767,81.74083687549596,0.75527484234833,0.9703407184430861,103,36.08040618744263,0.9443520834717503,-50.52019690182509,152.47652637361233,50.987411345015424
1087,Walking,0.7536331937856181,-0.7853165719302858,8.994394601573742,0.04490698604083179,-0.0457869335190261,-0.026300411871467522,106.83861348958507,77.37022031817204,0.7319342766499324,1.414235437136183,100,38.239609726166975,0.17311502592884487,-56.965463158307244,189.81255102273025,90.10547672295186
1099,Walking,2.581245445679301,-0.056035261862907935,10.812136460908532,-0.05377113884223326,0.05698189060070157,0.0388008010758493,101.66844030366003,31.576217511406828,0.9907721822610699,0.939312384410491,74,37.630206707199356,0.2579708396587985,-79.41206489155974,81.78547393053195,100.0
1023,Squats,3.7733193118113375,-1.3640471544609192,9.171615909004863,0.06571475052588759,-0.05435717501186496,-0.022253363039779882,91.23113355199999,62.39268464150765,0.7598945925868069,1.3508725088897864,103,37.843845468870946,0.7567390782356272,-60.969739123801055,175.69015196210378,49.686768589158305
1002,Squats,-2.4846205582127348,0.04331358472351531,9.478337484941582,0.006583471731769372,-0.02807619286073658,0.012781289277485883,103.1083139360571,123.4450705433914,0.7179623880164157,1.123264573813734,169,36.00651865848158,0.7752352279579294,-81.42798602461062,84.80687724111706,24.687534074953717
1021,Lunges,-0.6283801788728198,-0.07802953268702115,11.470162587348925,0.006456847657258622,-0.09190897497022298,0.006761460558834086,90.16530595891717,108.47217298609866,0.988500031654749,1.4993635374581176,117,37.57059858509308,0.40489719643916444,-58.70614367674435,44.10397917610314,85.70139770437115
1052,Cycling,-0.7226598944772593,2.4622904229662272,9.364181022833769,-0.008817766820934138,0.03070381115245459,0.024952441774148692,105.59920921080786,149.13488459177938,0.8646855224073481,1.3873640490564738,145,37.47121540927756,0.95097843464376,-84.0976944009063,10.654767317605241,34.405625742326656
1001,Lunges,2.439779207549523,-0.12540170788638155,9.945345802750635,-0.0038996698292527903,0.01249645131315947,-0.051740746575862945,103.33272144822485,36.50289469915252,0.9389970204973428,1.3177921941134727,109,37.34301389096575,0.9382545777151706,-71.05784665811048,72.73439439904716,57.12069008538931
1087,Running,-3.7219424798478027,-2.8867322415732746,10.416436422521738,0.0685449594154885,-0.02807415123830119,0.052959685756177426,96.17571316705173,50.18595841305298,0.7131297541594955,1.4095084146565369,111,37.964667141764714,0.012409715060159532,-58.37575206775702,81.91025963820059,86.62978247022573
1029,Running,0.770752789598319,4.010266455594718,10.026508649672012,0.05165374922992577,-0.04645693954879093,-0.07035884924767964,95.84883609179032,132.60169261577693,0.8700837572438964,1.2438212748235236,129,37.38967774099126,0.17232790234072504,-78.79549190773739,189.57233048859388,80.04217021983045
1037,Lunges,-0.38521546262855033,1.4352505967341453,10.055053348889578,0.05059235418197075,0.06893611133500337,-0.022390660119330368,105.96545993092612,76.60599205539339,0.8194629892353985,1.3905565795699484,127,38.142742973899644,0.8202194416838713,-56.515234994733476,49.153347959918335,50.942363627033
1001,Cycling,2.4571691243214606,3.123523116143377,9.743460256018267,0.009228217627268909,-0.006680196880158521,-0.0010452703888289149,105.6667338384924,45.384893383324126,0.931589330304965,0.9827887931530191,122,36.5815787160241,0.3352166848260083,-64.23397163864112,82.6238345233259,82.59929999058342
1063,Lunges,2.2515582600066906,-1.7359799804767264,8.497760790983678,0.04445858617671983,-0.03836476872602879,0.03800724240748737,97.0460470875352,159.53856566301158,0.7115276936917175,0.8683922477707525,117,38.01495647242925,0.09546267869982838,-74.09910683571137,14.7792846663915,80.56885842421869
1059,Cycling,0.5482601022400391,-0.3327401718844379,10.14828933009976,-0.04171565370202859,0.09609664818090125,0.06896546677753768,95.9789545615956,132.34253934701718,0.8205071705684843,1.2311524049606681,82,36.44828193206202,0.7849991744235836,-73.06333162774912,155.0725496673634,67.17733372589282
1020,Cycling,-2.3695846060676953,1.0116018622414789,9.067531542988347,0.029172148924903343,-0.032853145957085626,0.03840157600641951,101.1964957776558,83.13633477855593,0.9397220258458587,1.1042832748645102,103,38.03279447992245,0.45458350557520943,-52.96033864320579,183.87683488844746,95.87434169300282
1032,Jump Rope,-0.8608342235026998,0.8045870584266887,10.575767217403177,-0.007674401598448368,0.05693085357268929,0.07079581787279293,90.16731319968288,137.03517200299825,0.8568091793915109,1.0985085567047024,168,38.35115879707142,0.49241078671537186,-81.28835999950483,55.185922982533455,44.56086559439275
1075,Push-Ups,-0.6965866149206077,0.4604065610393276,11.172061423949685,-0.10299024937041612,-0.05754952820052868,-0.04145879647536524,91.65334075973085,118.47850311548994,0.8650116222995812,1.1687234967010323,142,36.83923535577596,0.18636938881617127,-62.26549539301159,91.50907102163126,76.63303380791173
1057,Cycling,-1.9896821916801972,-3.299416077750831,7.994442738582985,-0.07930508294109817,-0.01774731151034864,0.05951852400356048,92.52339180297473,132.69671874407834,0.7291494045897896,1.0529678280958799,177,37.32471578495047,0.6608950539389278,-61.708231770338585,33.20139805953886,15.43068586786216
